"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051216","GO:0051216","cartilage development","45/793","203/18614",3.13708198180634e-20,1.42537597682437e-17,9.94560057964059e-18,"ECM1/CTSK/THBS3/PRRX1/CHI3L1/EFEMP1/DLX2/HOXD3/COL3A1/TGFBR2/WNT5A/MSX1/BMPR1B/HAND2/GHR/MEF2C/PITX1/TGFBI/RUNX2/HOXA3/HOXA5/HOXA11/TIMP1/BGN/CSGALNACT1/BMP1/LOXL2/SNAI2/SULF1/GDF6/OSR2/EXT1/OGN/ZEB1/CD44/LTBP3/WNT5B/MGP/ACVRL1/GREM1/HOXB3/COL1A1/GDF5/COMP/TGFB1",45
"GO:0071559","GO:0071559","response to transforming growth factor beta","51/793","280/18614",8.49681928911142e-19,3.53892523391491e-16,2.46929493901984e-16,"JUN/CTSK/DDR2/FMOD/TGFB2/EMILIN1/LTBP1/ZEB2/COL3A1/PPARG/TGFBR2/WNT5A/HTRA3/DAB2/MEF2C/LOX/FBN2/NR3C1/TNXB/CD109/COL1A2/CAV2/CAV1/WNT2/MXRA5/ZNF703/ADAM9/PENK/CDKN2B/ASPN/ENG/ZEB1/ACTA2/ANKRD1/HTRA1/DKK3/LPXN/LTBP3/LRRC32/ACVRL1/LTBP2/TGFB3/THBS1/FBN1/VASN/TGFB1I1/ZFHX3/COL1A1/GDF5/GDF15/TGFB1",51
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","56/793","345/18614",4.08511049854793e-18,1.46377954623186e-15,1.02135625548454e-15,"NBL1/AGT/GREM2/EMILIN1/LTBP1/CRIM1/ZEB2/TNFAIP6/GPC1/PPARG/WNT5A/MSX1/HTRA3/SLIT2/HHIP/VEGFC/DAB2/FOXD1/LOX/FBN2/TNXB/SCUBE3/RUNX2/CD109/BMPER/SFRP4/FZD1/CAV2/CAV1/GATA4/ZNF703/SULF1/CDKN2B/ASPN/ENG/ZEB1/NRP1/DKK1/HTRA1/DKK3/CREB3L1/ACVRL1/ITGA5/DCN/TGFB3/GREM1/THBS1/FBN1/TMEM204/VASN/TGFB1I1/GATA6/CCBE1/GDF5/FSTL3/TGFB1",56
"GO:0042060","GO:0042060","wound healing","64/793","439/18614",4.30143208471211e-18,1.46377954623186e-15,1.02135625548454e-15,"F3/RHOC/S100A10/PEAR1/DDR2/CSRP1/TGFB2/EMILIN1/PRKCE/FAP/TFPI/COL3A1/SERPINE2/PPARG/TGFBR2/WNT5A/GATA2/PDGFRA/ARHGAP24/IL6ST/F2RL2/LOX/PDGFRB/ADTRP/CDKN1A/CD109/IL6/HSPB1/SERPINE1/CAV1/MIR29A/DGKI/TIMP1/SYTL4/GATA4/PLAT/EXT1/B4GALT1/ANXA1/TLR4/COL5A1/ACTA2/MYOF/SMPD1/CD59/CD44/AHNAK/WNT5B/ACVRL1/ITGA5/ELK3/GAS6/TGFB3/THBS1/ANXA2/FOXC2/COL1A1/C1QTNF1/EMILIN2/THBD/MYL9/COMP/TGFB1/PLAUR",64
"GO:0048706","GO:0048706","embryonic skeletal system development","34/793","129/18614",4.39309587704639e-18,1.46377954623186e-15,1.02135625548454e-15,"TBX15/PRRX1/DLX2/HOXD3/TGFBR2/WNT5A/PDGFRA/HAND2/RUNX2/TWIST1/HOXA3/HOXA4/HOXA5/HOXA9/HOXA11/SULF1/OSR2/EXT1/ZEB1/RBP4/ALX4/HOXC9/MMP14/SIX1/TGFB3/GSC/FOXC2/HOXB2/HOXB3/HOXB4/HOXB5/HOXB7/HOXB9/COL1A1",34
"GO:0045765","GO:0045765","regulation of angiogenesis","56/793","349/18614",7.023746046602e-18,2.1940426713073e-15,1.53089938502582e-15,"GADD45A/F3/ECM1/CHI3L1/TGFB2/AGT/EMILIN1/CYP1B1/SP100/PPARG/TGFBR2/WNT5A/GATA2/VEGFC/MIR145/SPARC/FOXC1/THBS2/TWIST1/IL6/GPNMB/HOXA5/BMPER/HSPB1/HGF/SERPINE1/MIR29A/GATA4/SULF1/KLF4/ENG/NRP1/ADAM12/RNH1/CREB3L1/VEGFB/ACVRL1/ITGA5/DCN/RGCC/GREM1/THBS1/FOXC2/SERPINF1/SPHK1/EMILIN2/PTPRM/GATA6/CCBE1/ANGPTL4/KLF2/HSPB6/C5AR1/RRAS/ADAMTS1/RUNX1",56
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","49/793","274/18614",9.17301716635189e-18,2.69686704690746e-15,1.88174649362996e-15,"JUN/CTSK/DDR2/FMOD/TGFB2/EMILIN1/LTBP1/ZEB2/COL3A1/PPARG/TGFBR2/WNT5A/HTRA3/DAB2/MEF2C/LOX/FBN2/NR3C1/TNXB/CD109/COL1A2/CAV2/CAV1/WNT2/ZNF703/ADAM9/PENK/CDKN2B/ASPN/ENG/ZEB1/ACTA2/ANKRD1/HTRA1/DKK3/LPXN/LTBP3/LRRC32/ACVRL1/LTBP2/TGFB3/THBS1/FBN1/VASN/TGFB1I1/COL1A1/GDF5/GDF15/TGFB1",49
"GO:1901342","GO:1901342","regulation of vasculature development","56/793","355/18614",1.55781047343179e-17,4.32552041456228e-15,3.01814391723949e-15,"GADD45A/F3/ECM1/CHI3L1/TGFB2/AGT/EMILIN1/CYP1B1/SP100/PPARG/TGFBR2/WNT5A/GATA2/VEGFC/MIR145/SPARC/FOXC1/THBS2/TWIST1/IL6/GPNMB/HOXA5/BMPER/HSPB1/HGF/SERPINE1/MIR29A/GATA4/SULF1/KLF4/ENG/NRP1/ADAM12/RNH1/CREB3L1/VEGFB/ACVRL1/ITGA5/DCN/RGCC/GREM1/THBS1/FOXC2/SERPINF1/SPHK1/EMILIN2/PTPRM/GATA6/CCBE1/ANGPTL4/KLF2/HSPB6/C5AR1/RRAS/ADAMTS1/RUNX1",56
"GO:0050673","GO:0050673","epithelial cell proliferation","67/793","488/18614",1.6532024956677e-17,4.34879267018272e-15,3.03438219841944e-15,"JUN/F3/ECM1/TGFB2/HLX/DUSP10/ATOH8/LIMS2/FAP/ITGA4/IGFBP5/SCG2/PPARG/WNT5A/COL8A1/GATA2/VEGFC/DAB2/MEF2C/SPARC/RUNX2/CD109/TWIST1/IL6/HOXA5/BMPER/IGFBP3/EGFR/HGF/CAV2/CAV1/WNT2/MIR29A/LOXL2/ZNF703/SNAI2/SULF1/OSR2/HAS2/CDKN2B/B4GALT1/KLF9/ZEB1/NRP1/VSTM4/HTRA1/IGF2/VEGFB/NEAT1/VDR/ACVRL1/RGCC/MMP14/SIX1/THBS1/B2M/FGF7/NUPR1/CDH13/SERPINF1/CCL2/IGFBP4/PTPRM/GDF5/ZFP36/TGFB1/C5AR1",67
"GO:0031589","GO:0031589","cell-substrate adhesion","56/793","359/18614",2.62147477741715e-17,6.55106546876547e-15,4.57102417767528e-15,"COL16A1/CSF1/ITGA10/S100A10/THBS3/EMILIN1/PRKCE/LIMS2/HOXD3/ITGA4/COL3A1/FN1/SNED1/FBLN2/COL8A1/ABI3BP/CCDC80/EPHB3/BST1/EGFLAM/DAB2/SPOCK1/TNXB/SERPINE1/ARHGAP6/DLC1/ADAM9/ANGPT1/HAS2/CDKN2A/ECM2/NRP1/PARVA/CD44/LPXN/EFEMP2/ACVRL1/ITGA5/NTN4/THSD1/GAS6/MMP14/NID2/FBLN5/GREM1/THBS1/ITGA11/CORO2B/CDH11/CDH13/COL1A1/RIN2/COL5A3/RRAS/RAC2/ITGB2",56
"GO:0060348","GO:0060348","bone development","44/793","235/18614",7.53524220866552e-17,1.79338764566239e-14,1.25134122492776e-14,"ECM1/THBS3/DDR2/PAPPA2/MEIS1/COL3A1/TGFBR2/MSX1/BMPR1B/PITX2/PDGFC/PTGER4/GHR/MEF2C/LOX/FOXC1/RUNX2/TWIST1/HOXA11/SFRP4/LRRC17/BGN/CSGALNACT1/SULF1/OSR2/EXT1/HAS2/OGN/ENG/LTBP3/FLI1/TMEM119/MMP14/TGFB3/GPR68/GREM1/FBN1/ANXA2/LRRK1/HOXB4/COL1A1/TGM2/COMP/MAPK11",44
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","50/793","301/18614",1.00958096636282e-16,2.29358439540063e-14,1.60035490026796e-14,"NBL1/TGFB2/GREM2/EMILIN1/LTBP1/CRIM1/ZEB2/TNFAIP6/PPARG/TGFBR2/WNT5A/MSX1/HTRA3/DAB2/FOXD1/LOX/FBN2/HFE/TNXB/SCUBE3/CD109/BMPER/SFRP4/INHBA/FZD1/CAV2/CAV1/GATA4/ZNF703/SULF1/GDF6/CDKN2B/ASPN/ENG/ZEB1/DKK1/HTRA1/DKK3/ACVRL1/TGFB3/GREM1/THBS1/FBN1/VASN/TGFB1I1/GATA6/GDF5/FSTL3/GDF15/TGFB1",50
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","28/793","95/18614",1.6276837724249e-16,3.53702760633898e-14,2.46797086409322e-14,"TBX15/PRRX1/DLX2/HOXD3/TGFBR2/PDGFRA/RUNX2/TWIST1/HOXA3/HOXA4/HOXA5/HOXA9/HOXA11/OSR2/ZEB1/ALX4/HOXC9/MMP14/SIX1/TGFB3/GSC/FOXC2/HOXB2/HOXB3/HOXB4/HOXB5/HOXB7/HOXB9",28
"GO:0048562","GO:0048562","embryonic organ morphogenesis","49/793","294/18614",1.79650044694288e-16,3.74121218075855e-14,2.61044121961481e-14,"TBX15/PRRX1/HLX/EFEMP1/VAX2/BBS5/DLX2/HOXD3/TGFBR2/WNT5A/GATA2/MSX1/PDGFRA/HAND2/MEF2C/FBN2/FOXF2/RUNX2/TBX18/TWIST1/HOXA3/HOXA4/HOXA5/HOXA9/HOXA11/GATA4/OSR2/CTHRC1/ENG/ZEB1/RBP4/MICAL2/ALX4/MFAP5/HOXC9/TBX3/MMP14/SIX1/TGFB3/GSC/FBN1/FOXC2/HOXB2/HOXB3/HOXB4/HOXB5/HOXB7/HOXB9/TSHZ1",49
"GO:0060485","GO:0060485","mesenchyme development","51/793","320/18614",2.91898784118713e-16,5.83564049210131e-14,4.07183440751704e-14,"S100A4/TGFB2/LOXL3/FN1/TGFBR2/WNT5A/MSX1/PITX2/HAND2/GDNF/DAB2/FOXD1/MEF2C/MIR145/PDGFRB/FOXF2/FOXC1/TNXB/TWIST1/IL6/HOXA5/SEMA3C/HGF/WNT2/GATA4/LOXL2/ZNF703/SNAI2/ZFPM2/EXT1/HAS2/ENG/NRP1/DKK1/ACTA2/ACVRL1/TBX5/TBX3/RGCC/SIX1/TGFB3/GSC/GREM1/SEMA7A/VASN/TGFB1I1/FOXC2/COL1A1/TGFB1/DACT3/ADAMTS5",51
"GO:0090130","GO:0090130","tissue migration","56/793","379/18614",3.13848306359545e-16,6.03313013532694e-14,4.20963335615049e-14,"JUN/GADD45A/PTGS2/TGFB2/DUSP10/AGT/CYP1B1/PRKCE/ATOH8/ZEB2/FAP/SCG2/SP100/PPARG/TGFBR2/WNT5A/GATA2/SLIT2/VEGFC/MEF2C/SPARC/ADTRP/DAAM2/MEOX2/BMPER/HSPB1/MIR29A/LOXL2/ADAM9/SNAI2/ANGPT1/ENPP2/HAS2/PRSS3/ANXA1/KLF4/NRP1/VSTM4/ACTA2/LPXN/ACVRL1/DCN/STARD13/RGCC/CLEC14A/GREM1/THBS1/FGF7/CDH13/FOXC2/SERPINF1/PTPRM/CCBE1/RIN2/TGFB1/RRAS",56
"GO:0010631","GO:0010631","epithelial cell migration","55/793","371/18614",5.03578842568259e-16,9.32180390798578e-14,6.50431464104734e-14,"JUN/GADD45A/PTGS2/TGFB2/DUSP10/AGT/CYP1B1/PRKCE/ATOH8/ZEB2/FAP/SCG2/SP100/PPARG/TGFBR2/WNT5A/GATA2/SLIT2/VEGFC/MEF2C/SPARC/ADTRP/DAAM2/MEOX2/BMPER/HSPB1/MIR29A/LOXL2/ADAM9/SNAI2/ANGPT1/ENPP2/HAS2/PRSS3/ANXA1/KLF4/NRP1/VSTM4/LPXN/ACVRL1/DCN/STARD13/RGCC/CLEC14A/GREM1/THBS1/FGF7/CDH13/FOXC2/SERPINF1/PTPRM/CCBE1/RIN2/TGFB1/RRAS",55
"GO:0090132","GO:0090132","epithelium migration","55/793","374/18614",7.20110491197204e-16,1.28539722678701e-13,8.96889495239224e-14,"JUN/GADD45A/PTGS2/TGFB2/DUSP10/AGT/CYP1B1/PRKCE/ATOH8/ZEB2/FAP/SCG2/SP100/PPARG/TGFBR2/WNT5A/GATA2/SLIT2/VEGFC/MEF2C/SPARC/ADTRP/DAAM2/MEOX2/BMPER/HSPB1/MIR29A/LOXL2/ADAM9/SNAI2/ANGPT1/ENPP2/HAS2/PRSS3/ANXA1/KLF4/NRP1/VSTM4/LPXN/ACVRL1/DCN/STARD13/RGCC/CLEC14A/GREM1/THBS1/FGF7/CDH13/FOXC2/SERPINF1/PTPRM/CCBE1/RIN2/TGFB1/RRAS",55
"GO:0003007","GO:0003007","heart morphogenesis","45/793","262/18614",9.91727838360271e-16,1.70919163314643e-13,1.19259322268152e-13,"JUN/TGFB2/FHL2/BBS5/TGFBR2/WNT5A/HEG1/MSX1/SLIT2/PITX2/HAND2/MEF2C/SLIT3/FOXC1/TWIST1/ELN/SEMA3C/FZD1/WNT2/SMARCD3/GATA4/DLC1/SNAI2/ZFPM2/EXT1/HAS2/ENG/COL5A1/NRP1/DKK1/ANKRD1/RBP4/MICAL2/PARVA/ACVRL1/TBX5/TBX3/SIX1/FLRT2/FOXC2/GATA6/ALPK2/TGFB1/ADAMTS1/ADAMTS5",45
"GO:0048568","GO:0048568","embryonic organ development","61/793","453/18614",1.23861101630904e-15,2.06352595317086e-13,1.43983098141468e-13,"TBX15/PRRX1/TGFB2/HLX/EPAS1/EFEMP1/VAX2/BBS5/DLX2/HOXD3/TGFBR2/WNT5A/GATA2/MSX1/PDGFRA/PITX2/HAND2/GDNF/MEF2C/FBN2/FOXF2/FOXC1/RUNX2/TBX18/PRDM1/TWIST1/HOXA3/HOXA4/HOXA5/HOXA9/HOXA11/EGFR/WNT2/GATA4/OSR2/CTHRC1/ZFPM2/ENG/ZEB1/RBP4/IGF2/MICAL2/ALX4/MFAP5/HOXC9/TBX3/MMP14/SIX1/TGFB3/GSC/FBN1/FOXC2/HOXB2/HOXB3/HOXB4/HOXB5/HOXB7/HOXB9/TSHZ1/JUNB/TGFB1",61
"GO:0060537","GO:0060537","muscle tissue development","58/793","426/18614",3.90542188809413e-15,6.29654793441756e-13,4.39343385917007e-13,"HIVEP3/LMNA/RGS4/CSRP1/KCNK2/TGFB2/HLX/AGT/SLC8A1/VAMP5/FHL2/COL3A1/IGFBP5/GPC1/TGFBR2/WNT5A/HEG1/MSX1/PDGFRA/MEF2C/LOX/PITX1/MIR145/PDGFRB/SGCD/FOXC1/TBX18/MEOX2/TWIST1/ELN/SEMA3C/CAV2/CAV1/WNT2/GATA4/MSC/ZFPM2/ENG/DKK1/ANKRD1/RBP4/IGF2/EFEMP2/TENM4/TBX5/TBX3/SGCG/SIX1/GREM1/NUPR1/FOXC2/GATA6/ALPK2/TGFB1/MAFF/MAPK11/RCAN1/RUNX1",58
"GO:0007389","GO:0007389","pattern specification process","61/793","467/18614",5.15737828602984e-15,8.05518021049286e-13,5.62052442816344e-13,"NBL1/WLS/GREM2/MEIS1/VAX2/RFX8/BBS5/DLX2/HOXD8/HOXD3/BHLHE40/TGFBR2/WNT5A/MSX1/BMPR1B/PITX2/HHIP/HAND2/GDNF/FOXD1/MEF2C/FOXC1/DAAM2/TBX18/MEOX2/HOXA3/HOXA4/HOXA5/HOXA9/HOXA10/HOXA11/SEMA3C/WNT2/SMARCD3/GATA4/BMP1/EXT1/ENG/ZEB1/NRP1/DKK1/BICC1/MICAL2/ALX4/ACVRL1/HOXC10/HOXC9/TBX5/TBX3/SIX1/GSC/GREM1/MEIS2/FOXC2/HOXB2/HOXB3/HOXB4/HOXB5/HOXB7/HOXB9/TSHZ1",61
"GO:0032964","GO:0032964","collagen biosynthetic process","20/793","51/18614",6.82624504587031e-15,1.03386584058363e-12,7.21382769919246e-13,"DDR2/EMILIN1/MIR145/PDGFRB/TRAM2/IL6/INHBA/PCOLCE/MIR29A/ENG/COL5A1/VIM/CREB3L1/RGCC/TGFB3/COL1A1/CYGB/TGFB1/RCN3/RUNX1",20
"GO:0003002","GO:0003002","regionalization","57/793","422/18614",9.67952100741254e-15,1.42288958808964e-12,9.92825173299002e-13,"NBL1/WLS/GREM2/VAX2/RFX8/BBS5/DLX2/HOXD8/HOXD3/BHLHE40/TGFBR2/WNT5A/MSX1/BMPR1B/PITX2/HHIP/HAND2/GDNF/FOXD1/MEF2C/FOXC1/DAAM2/TBX18/MEOX2/HOXA3/HOXA4/HOXA5/HOXA9/HOXA10/HOXA11/SEMA3C/WNT2/SMARCD3/GATA4/BMP1/EXT1/ENG/NRP1/DKK1/BICC1/MICAL2/ALX4/ACVRL1/HOXC10/HOXC9/TBX3/SIX1/GSC/GREM1/FOXC2/HOXB2/HOXB3/HOXB4/HOXB5/HOXB7/HOXB9/TSHZ1",57
"GO:0033002","GO:0033002","muscle cell proliferation","42/793","249/18614",1.75031476492677e-14,2.49944948431543e-12,1.74399783945936e-12,"JUN/DDR2/PTGS2/KCNK2/TGFB2/AGT/IGFBP5/PPARG/TGFBR2/NPR3/MEF2C/MIR145/PDGFRB/FOXC1/CDKN1A/GPER1/IL6/IGFBP3/ELN/HGF/CAV2/WNT2/ZFPM2/ANGPT1/OGN/TLR4/RBP4/EFEMP2/TENM4/TBX5/SIX1/TGFB3/THBS1/MMP2/CDH13/FOXC2/GATA6/TGFB1/PTGIR/MAPK11/ADAMTS1/RUNX1",42
"GO:0048732","GO:0048732","gland development","58/793","441/18614",1.83588632432517e-14,2.54882218027144e-12,1.77844777558166e-12,"JUN/WLS/CSF1/TGFB2/HLX/CYP1B1/LIMS2/HOXD3/IGFBP5/SERPINE2/TGFBR2/WNT5A/GATA2/EPHB3/MSX1/PDGFRA/PITX2/HAND2/PITX1/NR3C1/FOXC1/IL6/HOXA3/HOXA5/HOXA9/HOXA11/EGFR/SEMA3C/HGF/CAV1/WNT2/ZNF703/SNAI2/SULF1/EXT1/TG/CDKN2B/ANXA1/TNC/NRP1/ARID5B/IGF2/DKK3/VDR/NTN4/OAS2/TBX3/SIX1/TGFB3/FGF7/MMP2/SERPINF1/HOXB3/HOXB9/GATA6/TGM2/TGFB1/TSPO",58
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","39/793","218/18614",2.11516017959384e-14,2.8571812371919e-12,1.99360616642799e-12,"JUN/FMOD/TGFB2/EMILIN1/LTBP1/ZEB2/COL3A1/PPARG/TGFBR2/HTRA3/DAB2/LOX/FBN2/TNXB/CD109/COL1A2/CAV2/CAV1/ZNF703/ADAM9/CDKN2B/ASPN/ENG/ZEB1/HTRA1/DKK3/LPXN/LTBP3/LRRC32/ACVRL1/LTBP2/TGFB3/THBS1/FBN1/VASN/TGFB1I1/GDF5/GDF15/TGFB1",39
