"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0023061","GO:0023061","signal release","80/1316","483/18614",6.1612369049019e-13,2.96971618816271e-10,2.58948827620375e-10,"RIMS3/SYT6/CHRNB2/SYT2/NRXN1/VAMP8/ADRA2B/PASK/ACVR2B/CSPG5/GRM2/ERC2/GPR27/ILDR1/ADCY5/P2RY1/SNCA/HTR1A/GPLD1/SLC44A4/GRM4/GLP1R/CNR1/SLC16A10/GHRHR/PCLO/VGF/CFTR/MAOB/SYP/BTK/HTR2C/RAB11FIP1/SFRP1/OPRK1/LYN/CHD7/RIMS2/ADCY8/SYK/ALOX5/BRSK2/KCNQ1/SYT9/KCNJ11/ABCC8/SYT13/SYT12/ANO1/UCP2/FGF23/SYT10/SYT1/FOXO1/TNFSF11/EDNRB/CHGA/CHRNA3/CHRNB4/SV2B/BAIAP3/PLA2G10/SYT17/PRKCB/DOC2A/NOS2/CRHR1/MAP2K6/SYT4/TNFRSF11A/RIMS4/HRH3/CHRNA4/STXBP2/GRIK5/SYT3/PRKCG/PLA2G3/SYN3/FAM3B",80
"GO:0050808","GO:0050808","synapse organization","78/1316","466/18614",6.93963907808146e-13,3.06616386599899e-10,2.67358726587138e-10,"IGSF21/DLGAP3/CHRNB2/EFNA1/BCAN/IGSF9/NOS1AP/CNTN2/NRXN1/ADD2/CTNNA2/LRRTM1/FZD5/RAB17/KIF1A/LRRN1/LHFPL4/CAMKV/ERC2/TMEM108/SLITRK3/LGI2/SNCA/GRID2/TLR2/CTNND2/CDH9/PCDHB5/PCDHB13/GABRB2/GABRA1/GABRG2/SNCB/LRFN2/EPHA7/PCLO/CTTNBP2/LRRC4/NLGN4X/CDKL5/CNKSR2/NLGN3/CHRDL1/PAK3/GPC4/FGF13/SLITRK2/SEMA4D/HMCN2/C1QL3/LRRTM3/NRG3/SPTBN2/SHANK2/GRIN2B/CUX2/P2RX2/PCDH8/SLITRK5/SPTB/GABRB3/CHRNA7/ITGAM/CBLN1/CX3CL1/CDH1/ARHGEF15/SHISA6/SEZ6/ASIC2/SRCIN1/SDK2/NPTX1/HAPLN4/APOE/SLC8A2/LRRC4B/SHISA7",78
"GO:0071805","GO:0071805","potassium ion transmembrane transport","47/1316","217/18614",3.38706801251506e-12,1.3814026617196e-09,1.20453463246689e-09,"KCNN3/KCNJ10/ATP1A2/NOS1AP/KCNF1/KCNG3/KCNK12/DPP10/KCNH7/KCNH8/CACNA1D/HCN1/KCNN2/KCNK5/KCNK17/KCND2/KEL/KCNH2/DPP6/OPRK1/KCNB2/KCNK9/SLC24A2/KCNQ1/KCNJ11/ABCC8/LRRC55/KCNA6/KCNH3/ATP12A/KCNK10/SLC24A5/SLC12A1/HCN4/ATP1B2/KCNH6/NETO1/KCNS1/SLC12A5/KCNQ2/KCNN1/HPN/ATP4A/ATP1A3/SLC17A7/KCNC3/KCNJ4",47
"GO:0006813","GO:0006813","potassium ion transport","50/1316","241/18614",3.80568162527115e-12,1.44126599837055e-09,1.25673336076623e-09,"KCNQ4/GJA5/KCNN3/KCNJ10/ATP1A2/NOS1AP/KCNF1/KCNG3/KCNK12/DPP10/KCNH7/KCNH8/CACNA1D/HCN1/KCNN2/KCNK5/KCNK17/KCND2/KEL/KCNH2/DPP6/OPRK1/KCNB2/KCNK9/SLC24A2/KCNQ1/KCNJ11/ABCC8/LRRC55/KCNA6/KCNH3/NOS1/ATP12A/KCNK10/SLC24A5/SLC12A1/HCN4/ATP1B2/KCNH6/NETO1/KCNS1/SLC12A5/KCNQ2/KCNN1/HPN/ATP4A/ATP1A3/SLC17A7/KCNC3/KCNJ4",50
"GO:0007416","GO:0007416","synapse assembly","44/1316","197/18614",5.54557138216456e-12,1.96017463121577e-09,1.70920347441872e-09,"CHRNB2/NRXN1/ADD2/LRRTM1/FZD5/RAB17/LRRN1/LHFPL4/SLITRK3/LGI2/SNCA/GRID2/TLR2/CDH9/PCDHB5/PCDHB13/GABRB2/GABRA1/GABRG2/EPHA7/PCLO/LRRC4/NLGN4X/NLGN3/GPC4/FGF13/SLITRK2/SEMA4D/C1QL3/LRRTM3/NRG3/SPTBN2/SHANK2/CUX2/SLITRK5/GABRB3/CBLN1/CDH1/ARHGEF15/ASIC2/SDK2/NPTX1/HAPLN4/LRRC4B",44
"GO:0015844","GO:0015844","monoamine transport","27/1316","86/18614",1.82064614144836e-11,6.0331661512245e-09,5.26070911397447e-09,"SYT6/CHRNB2/SYT2/ADRA2B/GRM2/P2RY1/SNCA/SLC6A3/HTR1A/CNR1/GPM6B/MAOB/OPRK1/SYK/DRD4/SYT9/SYT13/SYT12/SYT10/SYT1/NOS1/CHGA/SYT17/SYT4/HRH3/CHRNA4/SYT3",27
"GO:0050890","GO:0050890","cognition","57/1316","317/18614",5.30068964495577e-11,1.65319155867973e-08,1.4415250105663e-08,"PRKCZ/ELAVL4/CHRNB2/ATP1A2/CNTN2/LHCGR/NRXN1/JAKMIP1/ATP8A1/TMPRSS11E/TLR2/GLP1R/TTBK1/CNR1/DNAH11/ADCY1/NPTX2/PRKAR2B/PTPRZ1/CNTNAP2/NLGN4X/GRPR/PTCHD1/NLGN3/FGF13/OPRK1/CHD7/CALB1/ADCY8/SLC24A2/GRIN1/SORCS3/ABCC8/SHANK2/B3GAT1/GRIN2B/PDE1B/CUX2/JPH4/KCNK10/CHRNA7/PAK6/GATM/FOXB1/JPH3/SLC2A4/PPP1R1B/SYT4/NETO1/SLC12A5/HRH3/CHRNA4/APOE/SLC8A2/PRKCG/SHISA7/MGAT3",57
"GO:1902075","GO:1902075","cellular response to salt","43/1316","204/18614",7.15274327872425e-11,2.10688027021089e-08,1.83712564211444e-08,"PRKAA2/SYT6/CHRNB2/KCNJ10/SYT2/CPNE9/SCN5A/CPNE4/P2RY1/GPLD1/AIF1/GUCA1A/ADCY1/ADCY8/SYT9/SYT13/P2RX3/RASGRP2/SYT12/P2RY2/DLG2/SCNN1A/SYT10/SYT1/RASAL1/CHRNA7/CHRNA3/CACNA1H/SYT17/SCNN1G/CHP2/PRKCB/CDH1/PLCG2/DPEP1/ALOX15/SLC13A5/PPP1R1B/NPTX1/SYT4/HRH3/RYR1/SYT3",43
"GO:0006814","GO:0006814","sodium ion transport","49/1316","254/18614",9.59443463192891e-11,2.67735223255195e-08,2.3345571691652e-08,"CATSPER4/NKAIN1/ATP1A2/SLC4A10/SLC6A11/SCN5A/SLC34A2/SLC10A4/SLC6A3/HCN1/KLHL3/SHROOM2/WNK3/FGF13/SLC24A2/WNK2/PTPN3/DRD4/KCNQ1/FXYD6/SCN4B/SCNN1A/PKP2/CNTN1/TESC/NOS1/ATP12A/EDNRB/SLC24A5/SLC12A1/HCN4/CACNA1H/SCNN1G/CHP2/PRSS8/SLC13A5/FGF11/ATP1B2/ASIC2/SCN4A/NETO1/NKAIN4/SLC5A5/FXYD7/ATP4A/ATP1A3/SLC8A2/SLC17A7/CACNA1I",49
"GO:0048167","GO:0048167","regulation of synaptic plasticity","43/1316","209/18614",1.61994711563013e-10,4.29447980353548e-08,3.74463564834081e-08,"PRKCZ/RIMS3/KCNJ10/CNTN2/LRRTM1/SLC4A10/GRM2/ERC2/IGSF11/NSG1/SNCA/GRID2/GRID2IP/ADCY1/VGF/SYP/CHRDL1/CALB1/RIMS2/ADCY8/SLC24A2/GRIN1/SORCS3/P2RX3/SYT12/SHANK2/GRIN2B/JPH4/AKAP5/CHRNA7/SHISA9/CBLN1/CX3CL1/JPH3/SHISA6/MPP2/SYT4/NETO1/RIMS4/APOE/SLC8A2/PRKCG/SHISA7",43
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","59/1316","346/18614",2.1803429569084e-10,5.50484683691825e-08,4.80003321641187e-08,"ATP1A2/NOS1AP/RYR2/LHCGR/DPP10/SCN5A/CACNA1D/SNCA/HCN1/KCNN2/TRDN/ADCYAP1R1/RAMP3/CALCR/EPO/KEL/KCNH2/DPP6/WNK3/FGF13/OPRK1/LYN/CHD7/JPH1/TMEM74/TMC1/WNK2/PTPN3/GRIN1/DRD4/KCNQ1/ABCC8/LRRC55/P2RX3/FXYD6/SCN4B/PTPN6/GRIN2B/TESC/NOS1/CABP1/P2RX2/JPH4/AKAP5/HCN4/CHP2/CX3CL1/PLCG2/JPH3/FGF11/ATP1B2/STAC2/HAP1/CRHR1/NETO1/KCNS1/MMP9/FXYD7/ATP4A",59
"GO:0035725","GO:0035725","sodium ion transmembrane transport","39/1316","181/18614",2.75243081013309e-10,6.63335825242074e-08,5.78405555890168e-08,"ATP1A2/SLC4A10/SLC6A11/SCN5A/SLC34A2/SLC6A3/HCN1/SHROOM2/WNK3/FGF13/SLC24A2/WNK2/PTPN3/DRD4/KCNQ1/FXYD6/SCN4B/SCNN1A/TESC/NOS1/ATP12A/SLC24A5/SLC12A1/HCN4/CACNA1H/SCNN1G/CHP2/FGF11/ATP1B2/ASIC2/SCN4A/NETO1/SLC5A5/FXYD7/ATP4A/ATP1A3/SLC8A2/SLC17A7/CACNA1I",39
"GO:0007611","GO:0007611","learning or memory","50/1316","276/18614",6.19390240258939e-10,1.42782915384908e-07,1.24501690398959e-07,"PRKCZ/ELAVL4/CHRNB2/ATP1A2/CNTN2/NRXN1/ATP8A1/TLR2/GLP1R/TTBK1/CNR1/DNAH11/ADCY1/NPTX2/PRKAR2B/PTPRZ1/CNTNAP2/NLGN4X/GRPR/PTCHD1/NLGN3/FGF13/OPRK1/CALB1/ADCY8/SLC24A2/GRIN1/SORCS3/ABCC8/SHANK2/B3GAT1/GRIN2B/PDE1B/CUX2/JPH4/KCNK10/CHRNA7/PAK6/GATM/FOXB1/JPH3/SLC2A4/PPP1R1B/SYT4/NETO1/SLC12A5/APOE/SLC8A2/PRKCG/SHISA7",50
"GO:1902074","GO:1902074","response to salt","62/1316","383/18614",6.64237459565554e-10,1.46741125442357e-07,1.27953110632102e-07,"ELAVL4/PRKAA2/SYT6/CHRNB2/PKLR/KCNJ10/SYT2/ACTA1/RYR2/IGFBP2/CPNE9/SCN5A/GRM2/CPNE4/P2RY1/TACR3/SLC6A3/GPLD1/AIF1/GUCA1A/CNR1/ADCY1/OPRK1/ADCY8/GLDC/DRD4/SYT9/KCNJ11/SYT13/P2RX3/RASGRP2/SYT12/P2RY2/DLG2/FGF23/SCNN1A/SYT10/KRT8/SYT1/RASAL1/P2RX2/EDNRB/CHRNA7/CHRNA3/CACNA1H/SYT17/SCNN1G/CHP2/PRKCB/CDH1/PLCG2/DPEP1/ALOX15/SLC13A5/PPP1R1B/CACNG4/NPTX1/SYT4/HRH3/RYR1/SYT3/PRKCG",62
"GO:0050433","GO:0050433","regulation of catecholamine secretion","20/1316","57/18614",8.15516185656866e-10,1.72954672654108e-07,1.50810403680209e-07,"SYT6/CHRNB2/SYT2/ADRA2B/GRM2/P2RY1/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/CHGA/SYT17/SYT4/HRH3/CHRNA4/SYT3",20
"GO:0031644","GO:0031644","regulation of nervous system process","34/1316","150/18614",9.35362231606593e-10,1.90741944306852e-07,1.6632028021118e-07,"PRKCZ/DLGAP3/NRXN1/IGSF11/TMEM108/TPPP/NPTX2/NLGN4X/NLGN3/HTR2C/DLGAP2/OPRK1/RIMS2/GRIN1/ZNF488/P2RX3/CNIH2/GRIN2B/CUX2/EDNRB/ZFHX2/CHRNA7/CHRNB4/SHISA9/CBLN1/SHISA6/CACNG5/CACNG4/NPTX1/DLGAP1/CELF4/NETO1/SLC8A2/SHISA7",34
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","32/1316","136/18614",1.07126155108257e-09,1.9564369453208e-07,1.70594434351465e-07,"KCNJ10/ATP1A2/CACNA1E/SLC39A10/SCN5A/CACNA1D/KCNK5/RAMP3/CALCR/KCNH2/CACNA1F/KCNK9/SLC24A2/CACNA1B/KCNQ1/KCNJ11/ABCC8/SCNN1A/ATP12A/AKAP5/SLC12A1/HCN4/CACNA1H/SCNN1G/ATP1B2/SCN4A/SLC12A5/ATP4A/ATP1A3/SLC8A2/KCNJ4/CACNA1I",32
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","32/1316","136/18614",1.07126155108257e-09,1.9564369453208e-07,1.70594434351465e-07,"KCNJ10/ATP1A2/CACNA1E/SLC39A10/SCN5A/CACNA1D/KCNK5/RAMP3/CALCR/KCNH2/CACNA1F/KCNK9/SLC24A2/CACNA1B/KCNQ1/KCNJ11/ABCC8/SCNN1A/ATP12A/AKAP5/SLC12A1/HCN4/CACNA1H/SCNN1G/ATP1B2/SCN4A/SLC12A5/ATP4A/ATP1A3/SLC8A2/KCNJ4/CACNA1I",32
"GO:0071277","GO:0071277","cellular response to calcium ion","25/1316","88/18614",1.08715846159503e-09,1.9564369453208e-07,1.70594434351465e-07,"PRKAA2/SYT6/SYT2/CPNE9/SCN5A/CPNE4/GPLD1/GUCA1A/ADCY1/ADCY8/SYT9/SYT13/RASGRP2/SYT12/SYT10/SYT1/RASAL1/SYT17/CHP2/PLCG2/DPEP1/ALOX15/SYT4/RYR1/SYT3",25
"GO:0014059","GO:0014059","regulation of dopamine secretion","16/1316","37/18614",1.10699940323697e-09,1.9564369453208e-07,1.70594434351465e-07,"SYT6/CHRNB2/SYT2/GRM2/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/SYT17/SYT4/CHRNA4/SYT3",16
"GO:0050432","GO:0050432","catecholamine secretion","20/1316","59/18614",1.6425015994288e-09,2.80920757424886e-07,2.44953039887649e-07,"SYT6/CHRNB2/SYT2/ADRA2B/GRM2/P2RY1/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/CHGA/SYT17/SYT4/HRH3/CHRNA4/SYT3",20
"GO:0014046","GO:0014046","dopamine secretion","16/1316","38/18614",1.78685858130124e-09,2.96060131189349e-07,2.58154042403785e-07,"SYT6/CHRNB2/SYT2/GRM2/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/SYT17/SYT4/CHRNA4/SYT3",16
"GO:0098962","GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","12/1316","21/18614",2.39806541034729e-09,3.85289175929132e-07,3.35958637392195e-07,"DLGAP3/NPTX2/DLGAP2/CNIH2/SHISA9/SHISA6/CACNG5/CACNG4/NPTX1/DLGAP1/NETO1/SHISA7",12
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","41/1316","211/18614",2.58994909329736e-09,4.03879708607723e-07,3.52168929342477e-07,"RIMS3/KCNJ10/ATP1A2/SYT2/NRXN1/SLC6A11/CSPG5/ERC2/P2RY1/SNCA/SLC6A3/SLC44A4/GRM4/PCLO/GPM6B/MAOB/SYP/RIMS2/DRD4/SYT9/SYT12/PDE1B/SYT1/PAH/NOS1/PRIMA1/CHRNA3/CHRNB4/SV2B/BAIAP3/SYNGR3/PRKCB/DOC2A/SYT4/RIMS4/HRH3/STXBP2/SLC1A6/GRIK5/PRKCG/SYN3",41
"GO:0070588","GO:0070588","calcium ion transmembrane transport","58/1316","360/18614",2.84233811449964e-09,4.30573619516488e-07,3.75445082673155e-07,"CATSPER4/LCK/CACHD1/MCOLN3/ATP1A2/NOS1AP/CACNA1E/RYR2/LHCGR/TMEM37/ATP2B2/SCN5A/CACNA2D2/CACNA1D/PLCH1/SNCA/TRDN/ADCYAP1R1/RAMP3/CALCR/EPO/CACNA1F/TRPC5/HTR2C/LYN/CHD7/JPH1/SLC24A2/TRPM3/TMC1/TRPM6/GRIN1/CACNA1B/DRD4/P2RX3/PTPN6/GRIN2B/NOS1/CABP1/P2RX2/EDNRB/JPH4/AKAP5/CHRNA7/SLC24A5/CACNA1H/CX3CL1/PLCG2/JPH3/STAC2/HAP1/CRHR1/SCN4A/CACNG5/CACNG4/RYR1/SLC8A2/CACNA1I",58
"GO:0006816","GO:0006816","calcium ion transport","68/1316","455/18614",3.16370648733193e-09,4.56008868005061e-07,3.97623726553679e-07,"CATSPER4/EPB41/LCK/GJA4/CACHD1/MCOLN3/CHRNB2/ATP1A2/NOS1AP/CACNA1E/RYR2/LHCGR/TMEM37/NMUR1/ATP2B2/SCN5A/CACNA2D2/CACNA1D/PLCH1/SNCA/TRDN/ADCYAP1R1/RAMP3/CALCR/EPO/CACNA1F/WNK3/TRPC5/HTR2C/LYN/CHD7/JPH1/SLC24A2/TRPM3/TMC1/TRPM6/BSPRY/GRIN1/CACNA1B/CDH23/DRD4/P2RX3/PTPN6/GRIN2B/NOS1/CABP1/P2RX2/EDNRB/JPH4/AKAP5/CHRNA7/SLC24A5/CACNA1H/PRKCB/CX3CL1/PLCG2/JPH3/STAC2/HAP1/CRHR1/SCN4A/CACNG5/CACNG4/SEMG1/CHRNA4/RYR1/SLC8A2/CACNA1I",68
"GO:0051937","GO:0051937","catecholamine transport","22/1316","73/18614",3.18225728332464e-09,4.56008868005061e-07,3.97623726553679e-07,"SYT6/CHRNB2/SYT2/ADRA2B/GRM2/P2RY1/SNCA/SLC6A3/CNR1/OPRK1/DRD4/SYT9/SYT13/SYT12/SYT10/SYT1/CHGA/SYT17/SYT4/HRH3/CHRNA4/SYT3",22
"GO:0015872","GO:0015872","dopamine transport","18/1316","51/18614",5.12947786791082e-09,7.15697148833241e-07,6.24062792129205e-07,"SYT6/CHRNB2/SYT2/GRM2/SNCA/SLC6A3/CNR1/OPRK1/DRD4/SYT9/SYT13/SYT12/SYT10/SYT1/SYT17/SYT4/CHRNA4/SYT3",18
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","39/1316","201/18614",6.57838803786148e-09,8.94323419916451e-07,7.7981863056107e-07,"LCK/MCOLN3/ATP1A2/CACNA1E/RYR2/LHCGR/SCN5A/CACNA1D/PLCH1/SNCA/TRDN/ADCYAP1R1/RAMP3/CALCR/EPO/CACNA1F/HTR2C/LYN/CHD7/JPH1/SLC24A2/GRIN1/CACNA1B/P2RX3/PTPN6/GRIN2B/NOS1/P2RX2/JPH4/AKAP5/CACNA1H/CX3CL1/PLCG2/JPH3/HAP1/SCN4A/RYR1/SLC8A2/CACNA1I",39
