"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007611","GO:0007611","learning or memory","54/1403","276/18614",6.79228761019679e-11,2.44114816710473e-08,2.12443690376471e-08,"PRKCZ/ELAVL4/ATP1A2/CNTN2/NRXN1/SLC6A1/ATP8A1/TLR2/GLP1R/TTBK1/CNR1/DNAH11/ADCY1/NPTX2/PRKAR2B/PTPRZ1/CNTNAP2/NLGN4X/GRPR/PTCHD1/NLGN3/FGF13/OPRK1/CALB1/ADCY8/SLC24A2/GRIN1/SORCS3/ABCC8/SHANK2/B3GAT1/GRIN2B/PDE1B/CUX2/JPH4/KCNK10/CHRNA7/PAK6/GATM/FOXB1/STRA6/JPH3/SLC2A4/PPP1R1B/C1QL1/SYT4/NETO1/SLC12A5/APOE/SLC8A2/NTF4/KLK8/PRKCG/SHISA7",54
"GO:0006814","GO:0006814","sodium ion transport","51/1403","254/18614",8.66600571016129e-11,2.91990229896747e-08,2.54107812172295e-08,"CLCNKB/CATSPER4/NKAIN1/ATP1A2/SLC4A10/SLC6A11/SLC6A1/SCN5A/SLC34A2/SLC10A4/SLC6A3/HCN1/KLHL3/SHROOM2/WNK3/FGF13/SLC24A2/WNK2/PTPN3/ANK3/KCNQ1/FXYD6/SCN4B/SCNN1A/PKP2/CNTN1/TESC/NOS1/ATP12A/EDNRB/SLC24A4/SLC24A5/HCN4/CACNA1H/SCNN1G/CHP2/PRSS8/SLC13A5/FGF11/ATP1B2/ASIC2/SCN4A/NETO1/NKAIN4/SLC5A5/FXYD7/ATP4A/ATP1A3/SLC8A2/SLC17A7/CACNA1I",51
"GO:0048167","GO:0048167","regulation of synaptic plasticity","45/1403","209/18614",1.01211223189503e-10,3.20958649538006e-08,2.79317908207811e-08,"PRKCZ/RIMS3/KCNJ10/CNTN2/LRRTM1/SLC4A10/GRM2/ERC2/IGSF11/NSG1/SNCA/GRID2/RASGRF2/GRID2IP/ADCY1/VGF/SYP/CHRDL1/CALB1/RIMS2/ADCY8/SLC24A2/GRIN1/SORCS3/P2RX3/SYT12/SHANK2/GRIN2B/JPH4/AKAP5/CHRNA7/SHISA9/CBLN1/CX3CL1/JPH3/SHISA6/MPP2/SYT4/NETO1/RIMS4/RAB3A/APOE/SLC8A2/PRKCG/SHISA7",45
"GO:0031644","GO:0031644","regulation of nervous system process","36/1403","150/18614",3.19182451185286e-10,9.55951441299933e-08,8.31927593527966e-08,"PRKCZ/DLGAP3/NRXN1/IGSF11/TMEM108/TPPP/GRM1/NPTX2/NLGN4X/NLGN3/HTR2C/DLGAP2/OPRK1/RIMS2/GRIN1/ZNF488/P2RX3/GRIN2B/CUX2/EDNRB/ZFHX2/CHRNA7/CHRNB4/SHISA9/ITGAX/CBLN1/SHISA6/CACNG5/CACNG4/NPTX1/DLGAP1/CELF4/NETO1/SLC8A2/KLK8/SHISA7",36
"GO:0015844","GO:0015844","monoamine transport","26/1403","86/18614",4.44572888033554e-10,1.24588316195726e-07,1.08424396466695e-07,"SYT6/SYT2/ADRA2B/GRM2/P2RY1/SNCA/SLC6A3/CNR1/GPM6B/MAOB/OPRK1/MAPK15/SYK/SYT9/SYT13/SYT12/SYT10/SYT1/NOS1/CHGA/SYT17/SYT4/HRH3/CHRNA4/RAB3A/SYT3",26
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","44/1403","211/18614",4.82465466546399e-10,1.24588316195726e-07,1.08424396466695e-07,"RIMS3/KCNJ10/ATP1A2/SYT2/NRXN1/SLC6A11/SLC6A1/CSPG5/ERC2/P2RY1/SNCA/SLC6A3/SLC44A4/GRM4/PCLO/PTPRN2/GPM6B/MAOB/SYP/RIMS2/SYT9/SYT12/PDE1B/SYT1/PAH/NOS1/PRIMA1/CHRNA3/CHRNB4/SV2B/BAIAP3/SYNGR3/PRKCB/DOC2A/SYT4/SLC32A1/RIMS4/HRH3/STXBP2/SLC1A6/RAB3A/GRIK5/PRKCG/SYN3",44
"GO:0035725","GO:0035725","sodium ion transmembrane transport","40/1403","181/18614",4.85318983511455e-10,1.24588316195726e-07,1.08424396466695e-07,"ATP1A2/SLC4A10/SLC6A11/SLC6A1/SCN5A/SLC34A2/SLC6A3/HCN1/SHROOM2/WNK3/FGF13/SLC24A2/WNK2/PTPN3/ANK3/KCNQ1/FXYD6/SCN4B/SCNN1A/TESC/NOS1/ATP12A/SLC24A4/SLC24A5/HCN4/CACNA1H/SCNN1G/CHP2/FGF11/ATP1B2/ASIC2/SCN4A/NETO1/SLC5A5/FXYD7/ATP4A/ATP1A3/SLC8A2/SLC17A7/CACNA1I",40
"GO:1902075","GO:1902075","cellular response to salt","43/1403","204/18614",5.32594813236987e-10,1.30509938098209e-07,1.13577755148194e-07,"PRKAA2/SYT6/KCNJ10/SYT2/CPNE9/SCN5A/CPNE4/P2RY1/CLDN1/GPLD1/AIF1/GUCA1A/ADCY1/ADCY8/SYT9/SYT13/P2RX3/RASGRP2/SYT12/P2RY2/DLG2/SCNN1A/SYT10/SYT1/RASAL1/CHRNA7/CHRNA3/CACNA1H/SYT17/SCNN1G/CHP2/PRKCB/CDH1/PLCG2/DPEP1/ALOX15/SLC13A5/PPP1R1B/NPTX1/SYT4/HRH3/RYR1/SYT3",43
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","42/1403","201/18614",1.1172598000009e-09,2.61875981817602e-07,2.27900545931534e-07,"LCK/MCOLN3/ATP1A2/CACNA1E/RYR2/FKBP1B/LHCGR/SCN5A/PLCH1/SNCA/TRDN/ADCYAP1R1/RAMP3/CALCR/CACNA1F/HTR2C/ADRA1A/LYN/CHD7/JPH1/SLC24A2/GRIN1/CACNA1B/P2RX3/PTPN6/GRIN2B/NOS1/P2RX2/JPH4/AKAP5/SLC24A4/CACNA1H/CD19/CX3CL1/PLCG2/JPH3/HAP1/SCN4A/PLCB4/RYR1/SLC8A2/CACNA1I",42
"GO:0006836","GO:0006836","neurotransmitter transport","42/1403","202/18614",1.30965590895519e-09,2.9418145854906e-07,2.56014753781285e-07,"RIMS3/KCNJ10/ATP1A2/SYT2/NRXN1/SLC6A11/SLC6A1/CSPG5/ERC2/P2RY1/SNCA/SLC6A3/GRM4/ICA1/PCLO/PTPRN2/GPM6B/SYP/GABRQ/RIMS2/SYT9/SYT12/SYT1/NOS1/CHRNA3/CHRNB4/SV2B/BAIAP3/SYNGR3/PRKCB/DOC2A/SYT4/SLC32A1/RIMS4/HRH3/STXBP2/SLC1A6/RAB3A/GRIK5/SLC17A7/PRKCG/SYN3",42
"GO:0050433","GO:0050433","regulation of catecholamine secretion","20/1403","57/18614",2.4831102577156e-09,5.35457895973791e-07,4.65988312363723e-07,"SYT6/SYT2/ADRA2B/GRM2/P2RY1/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/CHGA/SYT17/SYT4/HRH3/CHRNA4/RAB3A/SYT3",20
"GO:0014059","GO:0014059","regulation of dopamine secretion","16/1403","37/18614",2.80928282049983e-09,5.82493987896715e-07,5.06922005302338e-07,"SYT6/SYT2/GRM2/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/SYT17/SYT4/CHRNA4/RAB3A/SYT3",16
"GO:0071248","GO:0071248","cellular response to metal ion","41/1403","200/18614",3.18772366521245e-09,6.23029813024619e-07,5.42198767273082e-07,"PRKAA2/SYT6/KCNJ10/SYT2/SLC30A10/CPNE9/SCN5A/HESX1/CPNE4/CLDN1/SNCA/GPLD1/GUCA1A/ADCY1/ADCY8/CER1/FBP1/ANK3/SYT9/SYT13/RASGRP2/SYT12/DLG2/SYT10/SYT1/RASAL1/CACNA1H/SYT17/CHP2/MT1G/MT1H/CDH1/PLCG2/DPEP1/ALOX15/SLC13A5/NPTX1/SYT4/MMP9/RYR1/SYT3",41
"GO:0006816","GO:0006816","calcium ion transport","71/1403","455/18614",3.23591815334619e-09,6.23029813024619e-07,5.42198767273082e-07,"CATSPER4/EPB41/LCK/GJA4/CACHD1/MCOLN3/ATP1A2/NOS1AP/CACNA1E/RYR2/FKBP1B/LHCGR/TMEM37/NMUR1/ATP2B2/SCN5A/CACNA2D2/PLCH1/SNCA/SPINK1/TRDN/ADCYAP1R1/RAMP3/CALCR/CACNA1F/WNK3/TRPC5/HTR2C/ADRA1A/LYN/CHD7/JPH1/SLC24A2/TRPM3/TMC1/TRPM6/BSPRY/GRIN1/CACNA1B/CDH23/P2RX3/PTPN6/GRIN2B/NOS1/CABP1/P2RX2/EDNRB/JPH4/AKAP5/SLC24A4/CHRNA7/SLC24A5/CACNA1H/PRKCB/CD19/CX3CL1/PLCG2/JPH3/STAC2/HAP1/RAMP2/CRHR1/SCN4A/CACNG5/CACNG4/PLCB4/SEMG1/CHRNA4/RYR1/SLC8A2/CACNA1I",71
"GO:0071805","GO:0071805","potassium ion transmembrane transport","43/1403","217/18614",3.93119066665728e-09,7.02301010985748e-07,6.11185427166814e-07,"KCNJ10/ATP1A2/NOS1AP/KCNF1/KCNG3/KCNK12/DPP10/KCNH7/KCNH8/HCN1/KCNN2/KCNK5/KCNK17/KCNH2/DPP6/OPRK1/KCNB2/SLC24A2/ANK3/KCNQ1/KCNJ11/ABCC8/LRRC55/KCNA6/KCNH3/ATP12A/KCNK10/SLC24A4/SLC24A5/HCN4/ATP1B2/KCNH6/NETO1/KCNS1/SLC12A5/KCNQ2/KCNN1/HPN/ATP4A/ATP1A3/SLC17A7/KCNC3/KCNJ4",43
"GO:0006813","GO:0006813","potassium ion transport","46/1403","241/18614",3.97331643888914e-09,7.02301010985748e-07,6.11185427166814e-07,"KCNQ4/GJA5/KCNJ10/ATP1A2/NOS1AP/KCNF1/KCNG3/KCNK12/DPP10/KCNH7/KCNH8/HCN1/KCNN2/KCNK5/KCNK17/KCNH2/DPP6/OPRK1/KCNB2/SLC24A2/ANK3/KCNQ1/KCNJ11/ABCC8/LRRC55/KCNA6/KCNH3/NOS1/ATP12A/KCNK10/SLC24A4/SLC24A5/HCN4/ATP1B2/KCNH6/NETO1/KCNS1/SLC12A5/KCNQ2/KCNN1/HPN/ATP4A/ATP1A3/SLC17A7/KCNC3/KCNJ4",46
"GO:0071277","GO:0071277","cellular response to calcium ion","25/1403","88/18614",4.03845879068043e-09,7.02301010985748e-07,6.11185427166814e-07,"PRKAA2/SYT6/SYT2/CPNE9/SCN5A/CPNE4/GPLD1/GUCA1A/ADCY1/ADCY8/SYT9/SYT13/RASGRP2/SYT12/SYT10/SYT1/RASAL1/SYT17/CHP2/PLCG2/DPEP1/ALOX15/SYT4/RYR1/SYT3",25
"GO:0070588","GO:0070588","calcium ion transmembrane transport","60/1403","360/18614",4.49003631997467e-09,7.37336885293779e-07,6.41675794502411e-07,"CATSPER4/LCK/CACHD1/MCOLN3/ATP1A2/NOS1AP/CACNA1E/RYR2/FKBP1B/LHCGR/TMEM37/ATP2B2/SCN5A/CACNA2D2/PLCH1/SNCA/TRDN/ADCYAP1R1/RAMP3/CALCR/CACNA1F/TRPC5/HTR2C/ADRA1A/LYN/CHD7/JPH1/SLC24A2/TRPM3/TMC1/TRPM6/GRIN1/CACNA1B/P2RX3/PTPN6/GRIN2B/NOS1/CABP1/P2RX2/EDNRB/JPH4/AKAP5/SLC24A4/CHRNA7/SLC24A5/CACNA1H/CD19/CX3CL1/PLCG2/JPH3/STAC2/HAP1/CRHR1/SCN4A/CACNG5/CACNG4/PLCB4/RYR1/SLC8A2/CACNA1I",60
"GO:0014046","GO:0014046","dopamine secretion","16/1403","38/18614",4.51347008248835e-09,7.37336885293779e-07,6.41675794502411e-07,"SYT6/SYT2/GRM2/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/SYT17/SYT4/CHRNA4/RAB3A/SYT3",16
"GO:0050432","GO:0050432","catecholamine secretion","20/1403","59/18614",4.95418295662147e-09,7.85529421151363e-07,6.83615895902845e-07,"SYT6/SYT2/ADRA2B/GRM2/P2RY1/SNCA/CNR1/OPRK1/SYT9/SYT13/SYT12/SYT10/SYT1/CHGA/SYT17/SYT4/HRH3/CHRNA4/RAB3A/SYT3",20
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","31/1403","130/18614",6.31719370609956e-09,9.73028321988078e-07,8.46788942799571e-07,"FGR/RIMS3/SYT6/SYT2/VAMP8/CSPG5/P2RY1/SYP/LYN/RIMS2/SYK/SYT9/SYT13/SYT12/SYT10/SYT1/SV2B/BAIAP3/SYT17/PRKCB/DOC2A/ITGAM/CD300A/SYT4/RIMS4/STXBP2/RAB3A/CEACAM1/SYT3/PRKCG/PLA2G3",31
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","58/1403","346/18614",6.53623075637082e-09,9.78800555766531e-07,8.51812294770315e-07,"ATP1A2/NOS1AP/RYR2/FKBP1B/LHCGR/DPP10/SCN5A/SNCA/HCN1/KCNN2/TRDN/ADCYAP1R1/RAMP3/CALCR/KCNH2/DPP6/WNK3/FGF13/OPRK1/LYN/CHD7/JPH1/TMEM74/TMC1/WNK2/PTPN3/GRIN1/ANK3/KCNQ1/ABCC8/LRRC55/P2RX3/FXYD6/SCN4B/PTPN6/GRIN2B/TESC/NOS1/CABP1/P2RX2/JPH4/AKAP5/HCN4/CHP2/CD19/CX3CL1/PLCG2/JPH3/FGF11/ATP1B2/STAC2/HAP1/CRHR1/NETO1/KCNS1/MMP9/FXYD7/ATP4A",58
