"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035637","GO:0035637","multicellular organismal signaling","13/478","204/18670",0.00237420899131034,0.26516522705806,0.256128951934742,"JAM3/KCNK1/KCNK3/CARTPT/ATP2B2/PLN/GLRA1/KCNIP4/CHRNB4/TNNI3K/KCNE4/DMRT3/AKAP9",13
"GO:0032959","GO:0032959","inositol trisphosphate biosynthetic process","4/478","23/18670",0.00255233501670146,0.2678928791534,0.258763651364125,"PLCD3/PLCZ1/POU1F1/HRH1",4
"GO:0051350","GO:0051350","negative regulation of lyase activity","4/478","23/18670",0.00255233501670146,0.2678928791534,0.258763651364125,"ADGRV1/GABBR2/GNAI2/AKAP9",4
"GO:0009166","GO:0009166","nucleotide catabolic process","12/478","182/18670",0.00260422855150402,0.2678928791534,0.258763651364125,"ESRRB/NUDT7/XDH/P2RX7/NUP35/PGM1/FOXK1/NUPR1/AMPD3/UPP2/GPI/PDE2A",12
"GO:0032409","GO:0032409","regulation of transporter activity","16/478","283/18670",0.00269932551629763,0.270555472902755,0.261335509499585,"GAL/NEDD4L/FKBP1A/RGS9/STAC/GEM/SLMAP/ADRB2/OPRM1/GRIN2B/PLN/AKAP6/FGF14/KCNE4/GOPC/AKAP9",16
"GO:0006869","GO:0006869","lipid transport","19/478","365/18670",0.00287837179468907,0.281288883635989,0.271703148093413,"SLC10A2/GAL/EGF/CPT1C/PRELID3B/P2RX7/OSBP2/ABCG1/APOL4/ESYT2/ABCA13/SOAT2/OSBPL1A/GULP1/CYP4A11/TMEM30CP/MAP2K6/ATP10B/DISP3",19
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","4/478","24/18670",0.00300159336859147,0.286176304337172,0.276424015741659,"XDH/ADAMTS3/ROBO1/ADAMTS12",4
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","10/478","139/18670",0.00310407173966554,0.288900391198872,0.27905527143309,"ADGRB3/ADGRL4/ADCY2/ADRB2/PTGER4/OPRM1/RAMP1/GNAI2/PLN/FSHR",10
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","23/478","483/18670",0.00340122107518757,0.305783617565585,0.295363152834283,"GAL/KCNQ3/NEDD4L/FKBP1A/NALCN/KCNC4/RGS9/P2RX7/STAC/KCNMA1/GEM/SLMAP/ADRB2/OPRM1/GRIN2B/PLN/KCNIP4/AKAP6/FGF14/KCNE4/GOPC/KCNQ4/AKAP9",23
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","8/478","97/18670",0.00344192355407668,0.305783617565585,0.295363152834283,"IRS1/EGF/ESRRB/FOXK1/FAM3C/POU1F1/IGF2/HRH1",8
"GO:0010876","GO:0010876","lipid localization","20/478","400/18670",0.00356925021409926,0.310048868598089,0.299483053052024,"SLC10A2/GAL/EGF/CPT1C/PRELID3B/P2RX7/OSBP2/FTO/ABCG1/APOL4/ESYT2/ABCA13/SOAT2/OSBPL1A/GULP1/CYP4A11/TMEM30CP/MAP2K6/ATP10B/DISP3",20
"GO:0006516","GO:0006516","glycoprotein catabolic process","4/478","26/18670",0.0040561441571118,0.337350372556384,0.325854178982308,"ADAMTS12/STT3B/EDEM1/CST3",4
"GO:0032957","GO:0032957","inositol trisphosphate metabolic process","4/478","26/18670",0.0040561441571118,0.337350372556384,0.325854178982308,"PLCD3/PLCZ1/POU1F1/HRH1",4
"GO:0060079","GO:0060079","excitatory postsynaptic potential","8/478","100/18670",0.00414841320961757,0.337836400758231,0.326323644361803,"P2RX7/SSH1/ADRB2/OPRM1/GRIN2B/GLRA2/GLRA1/CHRNB4",8
"GO:0050808","GO:0050808","synapse organization","20/478","408/18670",0.00444382647095821,0.354508523979095,0.342427616569862,"TIAM1/ADGRB3/CLSTN2/GABRB3/ETV5/SSH1/IL1RAPL1/SPTBN2/IL1RAP/DOCK10/GRIN2B/SDK1/LRRC4B/MAGI2/CTNND2/DCTN1/EPHB1/NRP2/BSN/LRRC4C",20
"GO:0015837","GO:0015837","amine transport","8/478","102/18670",0.00467812119219417,0.365396535376207,0.352944587361004,"ARG1/P2RX7/DTNBP1/CNR1/HTR1B/CARTPT/RHCG/SYT3",8
"GO:0010457","GO:0010457","centriole-centriole cohesion","3/478","14/18670",0.00491847153853061,0.365396535376207,0.352944587361004,"CNTLN/DCTN1/CEP135",3
"GO:0042487","GO:0042487","regulation of odontogenesis of dentin-containing tooth","3/478","14/18670",0.00491847153853061,0.365396535376207,0.352944587361004,"RSPO2/CSF1/DMRT3",3
"GO:0001659","GO:0001659","temperature homeostasis","11/478","173/18670",0.00507347652868463,0.365396535376207,0.352944587361004,"PDGFC/CNR1/FTO/ADRB2/EHMT1/TRPM2/DIO2/ACOT11/PRLR/MAP2K6/TFE3",11
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","10/478","149/18670",0.00508214861606909,0.365396535376207,0.352944587361004,"RGS9/DTNBP1/ADRB2/HTR1B/OPRM1/RAMP1/GNAI2/ROCK1/GNG4/RGS5",10
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","5/478","44/18670",0.00514116383875451,0.365396535376207,0.352944587361004,"XDH/ADAMTS3/ROBO1/PRKD1/NRP2",5
"GO:0045761","GO:0045761","regulation of adenylate cyclase activity","4/478","28/18670",0.00533603741230325,0.36855390456349,0.355994360024569,"ADGRV1/GABBR2/GNAI2/AKAP9",4
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","7/478","83/18670",0.00537415517015066,0.36855390456349,0.355994360024569,"IRS1/EGF/ESRRB/P2RX7/POU1F1/IGF2/HRH1",7
"GO:0034404","GO:0034404","nucleobase-containing small molecule biosynthetic process","13/478","226/18670",0.00565262475343277,0.380967416571874,0.367984845563763,"ESRRB/NUDT7/XDH/P2RX7/NUP35/PGM1/FOXK1/NUPR1/SMPDL3A/AMPD3/UPP2/GPI/PDE2A",13
"GO:0007416","GO:0007416","synapse assembly","11/478","177/18670",0.00600575265212335,0.391292620378596,0.377958188067489,"ADGRB3/CLSTN2/GABRB3/IL1RAPL1/SPTBN2/IL1RAP/SDK1/LRRC4B/MAGI2/EPHB1/BSN",11
"GO:0099558","GO:0099558","maintenance of synapse structure","3/478","15/18670",0.0060324130379535,0.391292620378596,0.377958188067489,"ADGRB3/DCTN1/BSN",3
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","10/478","153/18670",0.0061061268465322,0.391292620378596,0.377958188067489,"IRS1/EGF/ESRRB/P2RX7/ABCG1/NUPR1/POU1F1/IGF2/HRH1/PID1",10
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","7/478","86/18670",0.00651697510480587,0.401999937227164,0.388300622001545,"EIF2AK3/EGLN3/S100A9/XDH/ANP32B/ROBO1/NLRP1",7
"GO:0006821","GO:0006821","chloride transport","8/478","108/18670",0.00658173343119429,0.401999937227164,0.388300622001545,"SLC1A3/GABRB3/CLCA1/TTYH3/GLRA2/GLRA1/ANO8/PRKG2",8
"GO:0009062","GO:0009062","fatty acid catabolic process","8/478","108/18670",0.00658173343119429,0.401999937227164,0.388300622001545,"IRS1/LONP2/CPT1C/NUDT7/CNR1/PCCA/FAAH/CYP4A11",8
"GO:0001508","GO:0001508","action potential","9/478","133/18670",0.00728418975336608,0.431470857606534,0.416767235188603,"NEDD4L/NPS/CNR1/SLMAP/GLRA1/AKAP6/CHRNB4/KCNE4/AKAP9",9
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","3/478","16/18670",0.0072850029680305,0.431470857606534,0.416767235188603,"P2RX7/CYP4A11/MAP2K6",3
"GO:0008038","GO:0008038","neuron recognition","5/478","48/18670",0.00745906402276356,0.435186287537056,0.420356051055034,"NTM/CNR1/CNTN4/ROBO1/EMB",5
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","6/478","68/18670",0.00783123818804376,0.438300711421983,0.42336434190213,"XDH/ADAMTS3/ROBO1/ADAMTS12/PRKD1/NRP2",6
"GO:0051965","GO:0051965","positive regulation of synapse assembly","6/478","68/18670",0.00783123818804376,0.438300711421983,0.42336434190213,"ADGRB3/CLSTN2/IL1RAPL1/IL1RAP/LRRC4B/EPHB1",6
"GO:0015850","GO:0015850","organic hydroxy compound transport","14/478","262/18670",0.00784882317716522,0.438300711421983,0.42336434190213,"SLC10A2/GAL/EGF/HTR1A/OSBP2/DTNBP1/CNR1/HTR1B/ABCG1/CARTPT/EMB/SOAT2/OSBPL1A/SYT3",14
"GO:0003279","GO:0003279","cardiac septum development","8/478","112/18670",0.00814325372819982,0.440655083147911,0.425638481574654,"PARVA/MATR3/ROBO1/PCSK5/MDM4/NRP2/PDE2A/DNAH11",8
"GO:0098693","GO:0098693","regulation of synaptic vesicle cycle","8/478","112/18670",0.00814325372819982,0.440655083147911,0.425638481574654,"DTNBP1/CNR1/HTR1B/STXBP5L/MAGI2/FGF14/ROCK1/BSN",8
"GO:0043547","GO:0043547","positive regulation of GTPase activity","19/478","405/18670",0.00859325985148733,0.440655083147911,0.425638481574654,"AGAP1/TIAM1/ADGRB3/EZH2/ARHGAP26/VAV1/RGS9/AFDN/STXBP5L/RASA3/DOCK10/RASAL3/STARD13/DENND1A/ACAP2/CCL20/TBC1D1/RGS7/RGS5",19
"GO:0030322","GO:0030322","stabilization of membrane potential","3/478","17/18670",0.00868008222112794,0.440655083147911,0.425638481574654,"KCNK1/KCNK3/KCNK9",3
"GO:0045725","GO:0045725","positive regulation of glycogen biosynthetic process","3/478","17/18670",0.00868008222112794,0.440655083147911,0.425638481574654,"IRS1/ESRRB/IGF2",3
"GO:0051969","GO:0051969","regulation of transmission of nerve impulse","3/478","17/18670",0.00868008222112794,0.440655083147911,0.425638481574654,"CARTPT/GLRA1/CHRNB4",3
"GO:0099509","GO:0099509","regulation of presynaptic cytosolic calcium ion concentration","3/478","17/18670",0.00868008222112794,0.440655083147911,0.425638481574654,"CNR1/HTR1B/ATP2B2",3
"GO:2001259","GO:2001259","positive regulation of cation channel activity","6/478","70/18670",0.00899085434802079,0.450580123671965,0.4352252975216,"GAL/RGS9/STAC/ADRB2/AKAP6/FGF14",6
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","12/478","214/18670",0.00930757038067535,0.460548007823544,0.44485349707505,"IRS1/EGF/ESRRB/CHST11/PGM1/IMPA2/FOXK1/FAM3C/POU1F1/IGF2/HRH1/GPI",12
"GO:0043647","GO:0043647","inositol phosphate metabolic process","6/478","71/18670",0.00961448308033908,0.469787679513068,0.45377830012074,"PLCD3/MTMR7/IMPA2/PLCZ1/POU1F1/HRH1",6
"GO:0031346","GO:0031346","positive regulation of cell projection organization","18/478","383/18670",0.0101910701526166,0.475637323030589,0.459428600048666,"TIAM1/TENM2/NEDD4L/EZH2/S100A9/P2RX7/MACF1/CNR1/IL1RAPL1/ROBO1/FBXO38/PRKD1/EPS8L3/PROM2/MAGI2/CBFA2T2/CEP135/SYT3",18
"GO:0031998","GO:0031998","regulation of fatty acid beta-oxidation","3/478","18/18670",0.01022090947418,0.475637323030589,0.459428600048666,"IRS1/LONP2/CNR1",3
"GO:0070875","GO:0070875","positive regulation of glycogen metabolic process","3/478","18/18670",0.01022090947418,0.475637323030589,0.459428600048666,"IRS1/ESRRB/IGF2",3
"GO:2000193","GO:2000193","positive regulation of fatty acid transport","3/478","18/18670",0.01022090947418,0.475637323030589,0.459428600048666,"P2RX7/CYP4A11/MAP2K6",3
"GO:0050807","GO:0050807","regulation of synapse organization","12/478","218/18670",0.0106812709092283,0.491212799813803,0.474473297230982,"TIAM1/ADGRB3/CLSTN2/ETV5/SSH1/IL1RAPL1/IL1RAP/GRIN2B/LRRC4B/DCTN1/EPHB1/NRP2",12
"GO:0051952","GO:0051952","regulation of amine transport","7/478","95/18670",0.0110324353824832,0.501462673373567,0.484373876584665,"ARG1/P2RX7/DTNBP1/CNR1/HTR1B/CARTPT/SYT3",7
"GO:0099504","GO:0099504","synaptic vesicle cycle","11/478","194/18670",0.011557622620196,0.512445948368556,0.49498286458995,"P2RX7/DTNBP1/CNR1/HTR1B/STXBP5L/AMPH/MAGI2/FGF14/DENND1A/ROCK1/BSN",11
"GO:0003159","GO:0003159","morphogenesis of an endothelium","3/478","19/18670",0.0119101958295878,0.512445948368556,0.49498286458995,"ADAMTS12/ITGAX/STARD13",3
"GO:0032303","GO:0032303","regulation of icosanoid secretion","3/478","19/18670",0.0119101958295878,0.512445948368556,0.49498286458995,"P2RX7/CYP4A11/MAP2K6",3
"GO:0061154","GO:0061154","endothelial tube morphogenesis","3/478","19/18670",0.0119101958295878,0.512445948368556,0.49498286458995,"ADAMTS12/ITGAX/STARD13",3
"GO:0030534","GO:0030534","adult behavior","9/478","144/18670",0.0119295424153335,0.512445948368556,0.49498286458995,"ABHD12/SPTBN2/OPRM1/CARTPT/SDK1/GLRA1/CHRNB4/NRXN3/DMRT3",9
"GO:0016042","GO:0016042","lipid catabolic process","16/478","333/18670",0.0122989685986034,0.522572480999357,0.504764306214994,"ABHD12/IRS1/LONP2/PLA2G4D/CPT1C/NUDT7/LIPA/PLCD3/CNR1/PCCA/PLCZ1/FAAH/LRCOL1/PLB1/CYP4A11/PNPLA7",16
"GO:0045444","GO:0045444","fat cell differentiation","12/478","223/18670",0.0126129662167558,0.530151450981703,0.512085000786679,"TMEM120B/TRIM32/NUDT7/FTO/ADRB2/ZADH2/TGFB1I1/FAM120B/STK4/FRZB/ZBTB7C/WWTR1",12
"GO:0003205","GO:0003205","cardiac chamber development","10/478","171/18670",0.0128310157004865,0.533579152906403,0.515395893814616,"PARVA/FKBP1A/MATR3/ROBO1/PCSK5/ARID1A/MDM4/NRP2/PDE2A/DNAH11",10
"GO:0042220","GO:0042220","response to cocaine","5/478","55/18670",0.0131087625456452,0.53377242490549,0.515582579509093,"TIAM1/CNR1/HTR1B/OPRM1/SDK1",5
"GO:0070830","GO:0070830","bicellular tight junction assembly","5/478","55/18670",0.0131087625456452,0.53377242490549,0.515582579509093,"AFDN/RUNX1/FRMPD2/ROCK1/PARD6G",5
"GO:0034104","GO:0034104","negative regulation of tissue remodeling","3/478","20/18670",0.0137501378832294,0.545442175733496,0.526854649689933,"P2RX7/CARTPT/CST3",3
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","5/478","56/18670",0.0140997382296764,0.545442175733496,0.526854649689933,"ARG1/VAV1/P2RX7/CD226/CADM1",5
"GO:0120192","GO:0120192","tight junction assembly","5/478","56/18670",0.0140997382296764,0.545442175733496,0.526854649689933,"AFDN/RUNX1/FRMPD2/ROCK1/PARD6G",5
"GO:0050803","GO:0050803","regulation of synapse structure or activity","12/478","227/18670",0.014342480098703,0.545442175733496,0.526854649689933,"TIAM1/ADGRB3/CLSTN2/ETV5/SSH1/IL1RAPL1/IL1RAP/GRIN2B/LRRC4B/DCTN1/EPHB1/NRP2",12
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","7/478","100/18670",0.0143496286762204,0.545442175733496,0.526854649689933,"TIAM1/RGS9/GRM8/ADRB2/OPRM1/GRIN2B/GRM1",7
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","4/478","37/18670",0.0143747141132355,0.545442175733496,0.526854649689933,"IRS1/EGF/ESRRB/IGF2",4
"GO:0007043","GO:0007043","cell-cell junction assembly","8/478","124/18670",0.0145023635978135,0.545442175733496,0.526854649689933,"CDH17/UGT8/AFDN/RUNX1/FRMPD2/CTNND2/ROCK1/PARD6G",8
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","9/478","149/18670",0.0146523750576962,0.545442175733496,0.526854649689933,"EIF2AK3/EGLN3/S100A9/XDH/MAP3K5/ANP32B/ROBO1/GRIN2B/NLRP1",9
"GO:1904062","GO:1904062","regulation of cation transmembrane transport","16/478","342/18670",0.0154786451227806,0.545442175733496,0.526854649689933,"GAL/NEDD4L/FKBP1A/RGS9/STAC/GEM/SLMAP/ADRB2/OPRM1/GRIN2B/PLN/KCNIP4/AKAP6/FGF14/KCNE4/AKAP9",16
"GO:0007190","GO:0007190","activation of adenylate cyclase activity","4/478","38/18670",0.0157490154840026,0.545442175733496,0.526854649689933,"ADCY2/ADRB2/VIPR2/FSHR",4
"GO:0046031","GO:0046031","ADP metabolic process","8/478","126/18670",0.0158384371769589,0.545442175733496,0.526854649689933,"ESRRB/P2RX7/NUP35/PGM1/FOXK1/NUPR1/AMPD3/GPI",8
"GO:0048771","GO:0048771","tissue remodeling","10/478","179/18670",0.0171735823873225,0.545442175733496,0.526854649689933,"ARG1/LIPA/P2RX7/ADRB2/HTR1B/CARTPT/FSHB/ROCK1/RASSF2/CST3",10
"GO:0007210","GO:0007210","serotonin receptor signaling pathway","4/478","39/18670",0.017203154972187,0.545442175733496,0.526854649689933,"HTR1A/HTR1B/HTR3D/HRH1",4
"GO:0060306","GO:0060306","regulation of membrane repolarization","4/478","39/18670",0.017203154972187,0.545442175733496,0.526854649689933,"NEDD4L/AKAP6/KCNE4/AKAP9",4
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","11/478","206/18670",0.0173870528635125,0.545442175733496,0.526854649689933,"IRS1/EGF/ESRRB/P2RX7/NUP35/FOXK1/FAM3C/NUPR1/POU1F1/IGF2/HRH1",11
